State,Value
11092.0,1.0
4531.0,0.9
13522.0,0.0
14008.0,-0.9
15466.0,1.0
13279.0,0.9
157.0,0.81
12145.0,0.0
5584.0,0.0
16519.0,0.0
14332.0,0.0
1210.0,0.0
4126.0,-1.0
15790.0,0.0
2668.0,-0.9
8500.0,-1.0
11416.0,0.0
7042.0,-0.9
481.0,0.0
17086.0,0.9
3964.0,-0.9
12712.0,0.9
8338.0,-0.9
1777.0,0.7290000000000001
18544.0,0.0
5422.0,0.0
11254.0,0.0
4693.0,0.0
14170.0,0.0
15628.0,0.0
13441.0,0.0
319.0,0.0
3640.0,-1.0
16276.0,0.0
3154.0,-0.9
8014.0,-1.0
11902.0,0.0
7528.0,-0.9
967.0,0.0
16600.0,-1.0
3478.0,-0.9
12226.0,0.9
7852.0,-0.9
1291.0,-0.81
11740.0,0.0
5179.0,0.0
16114.0,-0.9
13927.0,0.0
805.0,-0.7290000000000001
9472.0,-1.0
10444.0,-1.0
8986.0,-0.9
2425.0,-0.81
10849.0,1.0
10768.0,0.9
9310.0,-0.9
2749.0,0.9
10282.0,-0.9
3721.0,0.9
15385.0,0.9
2263.0,-0.7290000000000001
6799.0,-0.81
7123.0,0.9
8095.0,0.9
11011.0,0.9
6637.0,-0.7290000000000001
76.0,0.7290000000000001
1426.0,1.0
4342.0,-1.0
16006.0,-1.0
2884.0,-0.9
8716.0,-1.0
12361.0,1.0
11632.0,0.9
7258.0,-0.9
697.0,0.9
1669.0,-1.0
6286.0,-1.0
18679.0,1.0
17950.0,0.9
4828.0,-0.9
5314.0,1.0
12604.0,-1.0
11146.0,-0.9
4585.0,0.9
15034.0,-1.0
13576.0,-0.9
14062.0,1.0
16978.0,-1.0
15520.0,-0.9
13333.0,0.9
211.0,-0.9
1885.0,-1.0
18652.0,0.9
5530.0,0.0
12820.0,-1.0
11362.0,-0.9
4801.0,0.0
14278.0,0.0
17194.0,-1.0
15736.0,-0.9
13549.0,0.0
427.0,-0.9
16708.0,-1.0
3586.0,-0.9
12334.0,0.9
7960.0,-0.9
1399.0,0.9
11848.0,0.0
5287.0,0.9
16222.0,-0.9
14035.0,0.9
913.0,0.0
10876.0,-1.0
9418.0,-0.9
2857.0,-0.81
3829.0,-1.0
15493.0,-0.81
2371.0,-0.9
7231.0,-0.81
8203.0,-1.0
11119.0,0.0
6745.0,-0.9
184.0,0.0
13009.0,1.0
6448.0,0.9
15196.0,-1.0
2074.0,-0.9
17302.0,-1.0
4180.0,-0.9
12928.0,0.9
8554.0,-0.9
1993.0,-0.81
18112.0,-1.0
4990.0,-0.9
5638.0,1.0
11470.0,0.81
4909.0,0.9
13657.0,-1.0
535.0,-0.9
4234.0,1.0
8608.0,1.0
2047.0,0.9
18814.0,-1.0
5692.0,-0.9
11524.0,1.0
4963.0,0.9
13711.0,-1.0
589.0,-0.9
12172.0,0.81
5611.0,0.9
14359.0,-1.0
1237.0,-0.9
10714.0,-0.9
4153.0,0.9
15817.0,-1.0
2695.0,-0.9
8527.0,0.9
11443.0,0.9
7069.0,-0.7290000000000001
508.0,-0.6561000000000001
19084.0,-1.0
5962.0,-0.9
19246.0,-1.0
6124.0,-0.9
12442.0,-0.9
5881.0,-0.81
14710.0,-0.9
14872.0,-0.9
16816.0,-0.9
14629.0,-0.81
1507.0,-0.9
19300.0,-1.0
6178.0,-0.9
12496.0,1.0
5935.0,0.9
14926.0,-0.9
16870.0,1.0
14683.0,0.9
1561.0,0.81
12658.0,-0.9
6097.0,-0.81
17032.0,-0.9
14845.0,-0.81
1723.0,-0.9
16789.0,0.9
3667.0,-0.9
12415.0,0.9
8041.0,-0.9
1480.0,0.7290000000000001
17626.0,-0.9
17788.0,-0.9
18274.0,1.0
17545.0,0.9
4423.0,-0.7290000000000001
17842.0,-0.9
18328.0,-0.9
17599.0,-0.81
4477.0,-0.7290000000000001
18490.0,0.0
17761.0,0.0
4639.0,-0.7290000000000001
18247.0,0.9
5125.0,0.0
10957.0,0.0
4396.0,0.0
13171.0,-0.9
13225.0,-0.9
13387.0,-0.7290000000000001
13873.0,-0.9
15331.0,-0.9
13144.0,-0.6561000000000001
22.0,-0.5904900000000002
1909.0,-1.0
