State,Value
2940,10
9537,10
2976,10
9645,10
3084,10
9969,10
3408,10
16044,0
2922,0
7314,10
7350,10
7458,10
7782,10
11670,10
7296,10
735,10
9549,10
2988,10
9657,10
3096,10
9981,10
3420,10
16056,-10
2934,-10
7362,10
7470,10
7794,10
11682,10
7308,10
747,10
9693,10
3132,10
10017,10
3456,10
16092,10
2970,10
7506,10
7830,10
11718,10
7344,10
783,10
10125,10
3564,10
16200,0
3078,0
7938,10
11826,0
7452,0
891,0
16524,-10
3402,-10
12150,10
7776,10
1215,10
11664,0
5103,10
16038,-10
13851,10
729,0
8756,10
8768,10
8804,10
8912,10
9236,10
10208,-10
8750,-10
2189,10
8772,10
8808,10
8916,10
9240,10
10212,0
8754,0
2193,0
8820,10
8928,10
9252,10
10224,10
8766,10
2205,10
8964,10
9288,10
10260,-10
8802,-10
2241,10
9396,10
10368,0
8910,0
2349,0
10692,10
9234,10
2673,10
10206,-10
3645,0
15309,0
2187,0
6563,10
6567,10
6579,10
6615,10
6723,0
7047,10
8019,10
10935,10
6561,0
0,0
